2023/05/11 21:43:17.619 [D]  init logger succ
2023/05/11 21:43:17.622 [D]  init kafka succ
2023/05/11 21:43:17.623 [D]  init elasticsearch succ
2023/05/11 21:43:26.611 [D]  Partition:6 Offset:18 Key: Value:2023/05/11 21:43:26.349 [D]  partition:1 offset:15 topic:nginx_log
2023/05/11 21:43:26.612 [D]  Partition:2 Offset:13 Key: Value:2023/05/11 21:43:26.353 [D]  partition:4 offset:31 topic:nginx_log
2023/05/11 21:43:26.614 [D]  Partition:0 Offset:33 Key: Value:2023/05/11 21:43:26.354 [D]  partition:4 offset:32 topic:nginx_log
2023/05/11 21:43:26.614 [D]  Partition:6 Offset:19 Key: Value:2023/05/11 21:43:26.355 [D]  partition:7 offset:18 topic:nginx_log
2023/05/11 21:43:26.871 [D]  Partition:3 Offset:29 Key: Value:2023/05/11 21:43:26.610 [D]  partition:6 offset:18 topic:nginx_log
2023/05/11 21:43:26.873 [D]  Partition:0 Offset:34 Key: Value:2023/05/11 21:43:26.611 [D]  partition:2 offset:13 topic:nginx_log
2023/05/11 21:43:26.874 [D]  Partition:5 Offset:27 Key: Value:2023/05/11 21:43:26.612 [D]  partition:0 offset:33 topic:nginx_log
2023/05/11 21:43:26.875 [D]  Partition:0 Offset:35 Key: Value:2023/05/11 21:43:26.613 [D]  partition:6 offset:19 topic:nginx_log
2023/05/11 21:43:27.133 [D]  Partition:5 Offset:28 Key: Value:2023/05/11 21:43:26.871 [D]  partition:3 offset:29 topic:nginx_log
2023/05/11 21:43:27.134 [D]  Partition:3 Offset:30 Key: Value:2023/05/11 21:43:26.873 [D]  partition:0 offset:34 topic:nginx_log
2023/05/11 21:43:27.135 [D]  Partition:1 Offset:16 Key: Value:2023/05/11 21:43:26.874 [D]  partition:5 offset:27 topic:nginx_log
2023/05/11 21:43:27.135 [D]  Partition:7 Offset:19 Key: Value:2023/05/11 21:43:26.875 [D]  partition:0 offset:35 topic:nginx_log
